epoch,acc,loss,val_acc,val_loss
0,0.2077814569536424,6.799476020383519,0.625,6.445691800117492
1,0.22185430463576158,5.7012593280400665,0.075,7.561163306236267
2,0.24917218543046357,5.553177989871297,0.1125,16.031928181648254
3,0.26986754966887416,5.3637721546438355,0.225,4.971727633476258
4,0.2913907284768212,5.160649054097814,0.1875,4.886078584194183
